#year,locid,itn_ga,itn_mil,itn_ac,itn_at
2030,2C8,800,250,0,200
2030,2D1,400,0,0,0
2030,2D5,1500,50,0,300
2030,2F5,2800,0,0,0
2030,2F6,500,0,0,0
2030,2F7,750,0,0,0
2030,2G2,11878,58,0,525
2030,2G4,6500,300,0,300
2030,2G9,2490,2500,0,491
2030,2H0,5800,200,0,300
2030,2H2,2650,50,0,120
2030,2I0,10440,500,0,3500
2030,2I3,6800,600,0,200
2030,2IS,4599,28,0,0
2030,2J3,2000,0,0,0
2030,2J5,1000,0,0,0
2030,2J9,2184,0,0,0
2030,2K0,0,0,0,0
2030,2K4,1500,0,0,0
2030,2K5,0,0,0,0
2030,2M0,4120,100,0,206
2030,2M2,2494,0,0,0
2030,2M4,3560,0,0,0
2030,2M8,1060,50,0,154
2030,2O1,4200,100,0,400
2030,2O6,2000,0,0,0
2030,2O7,2000,0,0,0
2030,2O8,2000,0,0,0
2030,2P2,4000,30,0,0
2030,2R0,1670,260,0,0
2030,2R2,7876,698,0,377
2030,2R4,13133,50,0,0
2030,2R5,12500,0,0,0
2030,2R9,700,0,0,0
2030,2S1,8888,0,0,20
2030,2S6,9621,0,0,232
2030,2S7,2700,0,0,500
2030,2S8,400,0,0,0
2030,2T1,800,0,0,0
2030,2V5,7738,0,0,0
2030,2V6,1300,0,0,0
2030,2W5,1000,1000,0,20
2030,2W6,15090,254,0,25
2030,2Y3,0,0,0,0
2030,2Y4,1705,0,0,0
2030,32A,500,0,0,0
2030,32S,3600,0,0,1400
2030,33J,8200,624,0,0
2030,33M,180,220,0,0
2030,33N,27500,0,0,0
2030,33S,3641,0,0,0
2030,35A,4000,0,0,0
2030,35D,10000,0,0,100
2030,35S,2219,0,0,60
2030,36K,500,0,0,0
2030,36S,2250,0,0,0
2030,36U,19192,0,0,2845
2030,37T,2000,20,0,0
2030,38S,1500,300,0,500
2030,38U,1900,0,0,10
2030,39N,13213,0,0,5000
2030,3A0,2400,0,0,0
2030,3A1,22400,120,0,0
2030,3A2,1040,10,0,0
2030,3AU,15000,0,0,0
2030,3B0,20000,50,0,1100
2030,3B1,2100,0,0,0
2030,3CK,19000,0,0,0
2030,3CM,4503,0,0,0
2030,3CU,3000,10,0,500
2030,3D1,200,0,0,0
2030,3D2,5500,0,0,300
2030,3F3,5000,300,0,0
2030,3F4,2500,0,0,0
2030,3F7,1500,0,0,0
2030,3FU,200,0,0,0
2030,3G3,14678,25,0,639
2030,3G4,4284,510,0,1606
2030,3GM,3000,0,0,0
2030,3H4,8400,20,0,250
2030,3I2,200,10,0,100
2030,3J1,3000,250,0,0
2030,3J7,5100,300,0,0
2030,3JC,14000,0,0,0
2030,3K3,1400,0,0,0
2030,3K6,24300,0,0,1000
2030,3K7,1000,0,0,0
2030,3LF,3900,600,0,600
2030,3M7,5000,2080,0,100
2030,3M8,2556,0,0,0
2030,3M9,1000,300,0,0
2030,3MY,8000,0,0,300
2030,3N8,700,0,0,0
2030,3O1,2000,0,0,0
2030,3O3,1800,0,0,0
2030,3O4,300,0,0,0
2030,3O5,300,0,0,0
2030,3P3,600,40,0,50
2030,3R2,2000,0,0,0
2030,3R4,3000,100,0,0
2030,3R7,16000,2530,0,0
2030,3S4,3896,0,0,0
2030,3S8,17686,100,0,320
2030,3S9,4895,0,0,60
2030,3T3,1500,0,0,50
2030,3T4,0,0,0,0
2030,3T5,3000,0,0,0
2030,3T7,2000,0,0,4000
2030,3TR,1500,0,0,0
2030,3U3,2000,0,0,300
2030,3U8,350,0,0,0
2030,3W2,6300,0,0,7250
2030,3W7,8000,0,0,0
2030,3W8,24,0,0,0
2030,3X5,500,0,0,0
2030,3Y2,765,0,0,0
2030,3Y3,2456,0,0,0
2030,3Z9,150,0,0,100
2030,40J,7000,200,0,200
2030,40U,1286,0,0,20
2030,41F,2100,0,0,0
2030,41U,814,0,0,14
2030,42A,1500,20,0,0
2030,42C,1000,0,0,0
2030,42J,21201,900,0,500
2030,43A,1500,2000,0,0
2030,43D,3000,0,0,0
2030,44B,100,0,0,0
2030,44N,24000,300,0,0
2030,45R,1100,0,0,6
2030,46D,1200,50,0,440
2030,46N,0,10,0,0
2030,47N,7290,0,0,0
2030,47V,580,0,0,0
2030,48A,2100,400,0,0
2030,48D,8400,0,0,0
2030,48I,3500,100,0,0
2030,48K,1000,0,0,0
2030,48S,1750,0,0,0
2030,49A,1000,0,0,0
2030,49B,3800,6,0,60
2030,49T,600,0,0,0
2030,49X,2000,0,0,0
2030,4A2,0,0,0,0
2030,4A4,5000,150,0,0
2030,4A5,500,0,0,0
2030,4A6,6296,0,0,0
2030,4A7,20100,0,0,1800
2030,4A9,9270,0,0,0
2030,4B0,7980,520,0,0
2030,4B1,100,200,0,0
2030,4B6,3000,200,0,0
2030,4B7,200,0,0,0
2030,4B8,10450,55,0,600
2030,4B9,1200,0,0,75
2030,4C8,1136,0,0,0
2030,4D0,6165,2300,0,0
2030,4D9,850,0,0,0
2030,4E7,500,10,0,100
2030,4F2,15500,500,0,0
2030,4F9,800,100,0,200
2030,4G1,3602,0,0,0
2030,4G5,600,624,0,600
2030,4G7,1751,500,0,0
2030,4H1,800,0,0,0
2030,4I3,7000,50,0,500
2030,4I7,7703,0,0,1377
2030,4I9,2300,100,0,208
2030,4J1,500,0,0,0
2030,4J2,1000,0,0,0
2030,4J5,2000,0,0,0
2030,4J6,1985,30,0,0
2030,4K0,550,0,0,500
2030,4K5,0,0,0,0
2030,4K6,1421,0,0,0
2030,4KA,0,0,0,300
2030,4M1,16692,200,0,0
2030,4M3,12000,100,0,0
2030,4M7,5523,3600,0,620
2030,4M8,1000,500,0,0
2030,4M9,1000,200,0,0
2030,4N1,3620,0,0,0
2030,4O4,1100,0,0,0
2030,4O5,1000,0,0,0
2030,4P3,120,0,0,0
2030,4R1,2000,0,0,0
2030,4R3,2200,0,0,0
2030,4R5,6000,0,0,100
2030,4R7,5000,0,0,0
2030,4R9,2190,0,0,0
2030,4S1,3874,150,0,800
2030,4S2,12167,60,0,200
2030,4S9,11697,0,0,0
2030,4U6,1300,0,0,50
2030,4V0,5000,15,0,100
2030,4V1,1000,0,0,0
2030,4V4,5000,60,0,300
2030,4V9,2550,0,0,0
2030,4X4,24,0,0,0
2030,4Z7,5,0,0,100
2030,50I,293,0,0,585
2030,50K,325,24,0,0
2030,50R,5900,0,0,0
2030,51D,500,10,0,50
2030,51M,150,0,0,0
2030,51Z,500,0,0,500
2030,52A,2700,0,0,300
2030,52J,400,0,0,0
2030,53A,1500,0,0,0
2030,53K,500,0,0,0
2030,54J,5000,1000,0,200
2030,55S,8440,300,0,0
2030,55Y,838,0,0,0
2030,56D,1800,10,0,500
2030,56S,1600,400,0,400
2030,57B,1080,0,0,0
2030,57C,22000,200,0,800
2030,59B,1000,0,0,0
2030,5A1,5142,100,0,0
2030,5A4,4500,700,0,0
2030,5A6,9990,60,0,0
2030,5A8,500,0,0,430
2030,5A9,1500,0,0,0
2030,5B2,15000,50,0,1500
2030,5B7,50,0,0,0
2030,5B9,750,0,0,0
2030,5C8,1200,100,0,200
2030,5CD,7200,0,0,2500
2030,5F1,200,0,0,0
2030,5F4,550,0,0,0
2030,5G0,3000,500,0,120
2030,5G7,23500,180,0,800
2030,5H4,800,10,0,300
2030,5HO,150,0,0,50
2030,5J9,600,0,0,0
2030,5K2,250,0,0,0
2030,5L0,300,0,0,20
2030,5M0,10920,0,0,0
2030,5M1,1000,100,0,0
2030,5M4,982,0,0,0
2030,5M9,1000,500,0,500
2030,5N8,6000,300,0,800
2030,5NK,100,0,0,600
2030,5NN,650,0,0,500
2030,5P2,36,0,0,0
2030,5P5,240,0,0,0
2030,5R4,16500,0,0,0
2030,5R8,2600,1000,0,0
2030,5T6,21883,200,0,272
2030,5T9,200,0,0,0
2030,5U8,1000,0,0,100
2030,5V5,500,0,0,0
2030,5V8,6,0,0,0
2030,5W8,16500,1000,0,0
2030,5Z1,100,0,0,0
2030,5Z5,100,0,0,1000
2030,60F,100,0,0,0
2030,60J,10000,500,0,0
2030,61A,2912,0,0,0
2030,61C,3300,50,0,200
2030,61J,3040,100,0,2000
2030,61S,12170,0,0,500
2030,62D,1040,0,0,0
2030,62S,3294,0,0,100
2030,63A,2000,0,0,5900
2030,63C,3000,20,0,50
2030,63S,2000,0,0,0
2030,65J,800,0,0,0
2030,65S,20014,125,0,500
2030,67L,13000,50,0,0
2030,68A,200,0,0,100
2030,68S,3490,0,0,0
2030,6A1,2000,0,0,0
2030,6A2,772,0,0,0
2030,6A4,3575,0,0,150
2030,6A8,1000,20,0,1200
2030,6B0,2900,800,0,0
2030,6B4,5000,80,0,0
2030,6B6,13000,10,0,85
2030,6B9,1600,8,0,0
2030,6D6,2500,100,0,0
2030,6E5,120,0,0,0
2030,6F1,100,0,0,0
2030,6G1,2717,6,0,0
2030,6G5,2526,50,0,0
2030,6I2,2975,50,0,500
2030,6J0,3456,144,0,0
2030,6J2,2500,0,0,0
2030,6J4,800,0,0,0
2030,6K3,200,0,0,0
2030,6K4,2400,0,0,0
2030,6K8,200,0,0,1500
2030,6L3,1000,100,0,100
2030,6L4,2500,300,0,0
2030,6M2,3500,400,0,0
2030,6M6,500,5,0,0
2030,6M7,4000,50,0,0
2030,6M8,3572,0,0,200
2030,6N5,5300,300,0,22155
2030,6N7,500,0,0,500
2030,6NK,0,0,0,0
2030,6R3,4600,400,0,0
2030,6R7,0,0,0,0
2030,6S0,1750,0,0,700
2030,6S2,5212,1500,0,600
2030,6S3,4800,0,0,250
2030,6S5,8200,0,0,1900
2030,6S8,33000,0,0,0
2030,6V0,36,0,0,0
2030,6V4,400,0,0,12
2030,6V5,180,0,0,0
2030,6Y1,1500,0,0,500
2030,70J,3500,200,0,0
2030,71J,54300,0,0,0
2030,72S,3300,0,0,0
2030,73C,4000,0,0,0
2030,74S,6000,0,0,3000
2030,74V,2965,0,0,60
2030,75J,1450,100,0,0
2030,77G,2480,0,0,0
2030,77S,31592,0,0,1550
2030,79D,4000,10,0,0
2030,79J,9770,51100,0,0
2030,79S,1650,0,0,0
2030,7A0,1440,0,0,0
2030,7A3,2340,10,0,0
2030,7A5,2200,0,0,0
2030,7A8,3000,1000,0,0
2030,7B2,1000,400,0,156
2030,7F3,1000,0,0,0
2030,7F7,1900,0,0,0
2030,7G0,1500,600,0,0
2030,7G8,800,0,0,250
2030,7G9,180,0,0,0
2030,7K2,100,0,0,50
2030,7K5,1000,0,0,300
2030,7KA,1000,0,0,1250
2030,7L2,800,50,0,200
2030,7M1,5000,100,0,0
2030,7M3,1163,0,0,0
2030,7M4,1315,0,0,100
2030,7M5,1000,50,0,0
2030,7M6,300,0,0,0
2030,7M7,1200,16,0,0
2030,7N0,4000,900,0,0
2030,7N1,1500,0,0,25
2030,7S0,1000,0,0,0
2030,7S1,1500,0,0,50
2030,7S5,32781,0,0,1121
2030,7S6,3500,0,0,225
2030,7S7,150,50,0,0
2030,7V7,650,10,0,0
2030,7W5,550,12,0,75
2030,7W6,2500,500,0,50
2030,80F,650,0,0,0
2030,81B,12000,0,0,70
2030,82C,2000,10,0,100
2030,82V,2800,250,0,400
2030,83D,15000,50,0,15000
2030,84D,1400,0,0,0
2030,84K,30,0,0,300
2030,84R,3100,0,0,0
2030,86F,300,0,0,0
2030,87I,1600,160,0,0
2030,88C,6000,0,0,0
2030,88J,4800,200,0,480
2030,88M,460,0,0,75
2030,89D,9500,0,0,8695
2030,8A0,19880,0,0,0
2030,8A1,6309,100,0,0
2030,8A3,1200,24,0,0
2030,8A4,9053,80,0,92
2030,8B0,5000,300,0,50
2030,8C4,792,20,0,0
2030,8D1,3500,200,0,200
2030,8D3,80,0,0,6
2030,8D4,500,0,0,0
2030,8D7,120,0,0,2
2030,8D9,36,0,0,0
2030,8F6,120,0,0,0
2030,8G2,1304,20,0,0
2030,8G6,1904,50,0,400
2030,8K8,500,0,0,0
2030,8K9,0,0,0,0
2030,8M1,7100,1200,0,0
2030,8S1,5000,50,0,200
2030,8S2,2500,0,0,150
2030,8U6,300,0,0,100
2030,8U8,2000,1000,0,100
2030,8V2,900,0,0,0
2030,8V3,200,0,0,0
2030,8WC,800,10,0,30
2030,91C,2500,300,0,50
2030,91F,100,0,0,0
2030,93B,350,0,0,0
2030,93C,4000,100,0,100
2030,93F,200,0,0,0
2030,93Y,500,200,0,0
2030,94K,1875,0,0,50
2030,95F,500,100,0,0
2030,96D,800,10,0,100
2030,96Z,50,0,0,300
2030,97M,1500,0,0,76
2030,98D,500,0,0,0
2030,99N,2000,0,0,0
2030,99Y,100,0,0,0
2030,9A3,0,0,0,0
2030,9A4,9900,1000,0,0
2030,9A5,3500,100,0,0
2030,9A8,250,0,0,700
2030,9C8,724,0,0,0
2030,9D0,240,0,0,0
2030,9D1,2800,0,0,12
2030,9D2,120,0,0,0
2030,9D7,900,0,0,50
2030,9D9,9500,1500,0,0
2030,9F8,72,0,0,0
2030,9G0,20000,0,0,0
2030,9G3,10000,0,0,900
2030,9G5,1000,100,0,0
2030,9G8,1090,1000,0,0
2030,9I0,80,0,0,0
2030,9I3,1300,10,0,100
2030,9K2,0,0,0,0
2030,9K7,6000,75,0,0
2030,9K8,3800,0,0,0
2030,9M4,400,0,0,0
2030,9M6,5000,0,0,0
2030,9M8,10715,400,0,0
2030,9S2,1050,0,0,400
2030,9S4,1000,0,0,0
2030,9S5,1530,1000,0,7300
2030,9S7,250,0,0,0
2030,9S9,1307,12,0,20
2030,9U0,400,0,0,200
2030,9V5,1500,0,0,0
2030,9V6,160,0,0,0
2030,9V9,1900,6,0,12
2030,9Z8,750,0,0,512
2030,A08,7700,0,0,0
2030,A14,0,0,0,700
2030,A29,250,0,0,4000
2030,A30,5000,0,0,104
2030,A32,2000,0,0,0
2030,A39,0,0,0,0
2030,A61,0,0,0,340
2030,A63,250,0,0,1650
2030,A79,200,0,0,500
2030,AAA,2800,100,0,1300
2030,AAF,8000,147,0,1228
2030,AAO,19000,0,0,1300
2030,AAS,4730,870,0,1410
2030,AAT,11000,0,0,750
2030,ABE,31761,515,12641,11326
2030,ABI,21745,5029,207,11546
2030,ABO,0,290,0,0
2030,ABQ,33180,16875,88480,27755
2030,ABR,39361,105,2200,7885
2030,ABY,11517,1195,14,3037
2030,ACB,3638,0,0,0
2030,ACJ,2000,100,0,0
2030,ACK,35582,1337,799,115319
2030,ACP,3000,1500,0,0
2030,ACQ,1600,0,0,0
2030,ACT,21889,3815,178,6458
2030,ACV,5754,25750,2190,11895
2030,ACY,22065,18468,11264,6836
2030,ACZ,10000,1200,0,200
2030,ADC,1404,6,0,0
2030,ADF,6000,200,0,200
2030,ADG,4075,0,0,0
2030,ADH,8000,100,0,0
2030,ADK,100,28,212,0
2030,ADM,12826,3308,0,101
2030,ADQ,1615,4359,1616,19857
2030,ADS,89071,339,89,10629
2030,ADT,4000,0,0,0
2030,ADU,318,0,0,0
2030,ADW,3276,31827,623,469
2030,AEG,35884,1611,0,1762
2030,AEJ,2507,58,0,0
2030,AEL,6775,300,0,2000
2030,AEX,3510,5417,2115,11247
2030,AFE,0,0,0,4600
2030,AFJ,10900,50,0,8723
2030,AFK,1850,350,0,0
2030,AFM,0,0,0,5000
2030,AFN,4900,100,0,900
2030,AFO,4200,0,0,300
2030,AFP,4000,200,0,0
2030,AFW,36505,9314,8770,4617
2030,AGC,29608,384,11,20813
2030,AGN,150,0,0,1000
2030,AGO,2500,100,0,0
2030,AGS,11419,1318,1708,14944
2030,AGZ,140,0,0,0
2030,AHH,6600,100,0,200
2030,AHN,16925,1085,90,1980
2030,AHP,75,0,0,250
2030,AHQ,4650,150,0,0
2030,AIA,4350,5,988,1434
2030,AIB,2742,50,0,0
2030,AID,8483,166,0,998
2030,AIG,4000,50,0,200
2030,AIK,14000,500,0,2600
2030,AIO,3078,0,0,0
2030,AIT,4760,0,0,0
2030,AIV,5400,0,0,0
2030,AIZ,3719,132,0,200
2030,AJC,500,0,0,1420
2030,AJG,3500,250,0,750
2030,AJO,13500,0,0,0
2030,AJR,8000,0,0,0
2030,AJZ,1455,0,0,0
2030,AKA,0,0,250,300
2030,AKH,9000,40,0,1000
2030,AKI,0,0,0,0
2030,AKK,100,0,0,1500
2030,AKN,5520,263,814,18389
2030,AKO,12500,400,20,180
2030,AKP,400,0,0,3200
2030,AKR,8500,100,0,300
2030,AKW,500,0,0,3300
2030,ALB,13678,3115,35028,29301
2030,ALI,2200,2000,0,10
2030,ALM,10000,800,0,1660
2030,ALN,15841,1076,2,796
2030,ALO,11573,612,31,1971
2030,ALS,19004,1000,0,7204
2030,ALW,12711,143,955,1326
2030,ALX,26280,3000,0,0
2030,AMA,15987,11029,9434,13886
2030,AMG,4000,0,0,0
2030,AMN,4000,0,0,0
2030,AMT,2000,10,0,200
2030,AMW,18957,499,0,1656
2030,ANB,15221,4909,51,4812
2030,ANC,73457,2456,145883,81204
2030,AND,25000,300,90,4500
2030,ANE,44664,214,0,4068
2030,ANI,0,0,0,300
2030,ANK,6212,44,0,0
2030,ANQ,9543,0,0,1363
2030,ANV,0,0,0,0
2030,ANW,2650,50,0,0
2030,ANY,3000,0,0,0
2030,AOC,8545,50,0,100
2030,AOH,6000,500,0,6000
2030,AOO,15239,100,0,5611
2030,APA,144504,3067,9,39261
2030,APC,26637,115,0,3471
2030,APF,60347,130,95,9440
2030,APN,143,2581,1340,0
2030,APT,2190,100,0,0
2030,APV,12500,0,0,0
2030,AQC,0,0,0,0
2030,AQH,0,0,0,0
2030,AQO,3700,0,0,0
2030,AQR,2500,0,0,0
2030,AQT,100,200,0,1500
2030,AQW,12500,300,0,1100
2030,AQY,1000,0,0,2000
2030,ARA,15317,3376,198,19879
2030,ARB,25282,46,4,494
2030,ARC,175,0,0,1452
2030,ARG,5000,2000,0,300
2030,ARM,3900,100,0,0
2030,ARR,39957,213,8,761
2030,ART,8600,14350,0,1527
2030,ARV,15000,10,0,3180
2030,ARW,14500,0,0,1500
2030,ASD,30000,4000,0,0
2030,ASE,17825,118,10769,9669
2030,ASG,18163,32,0,1837
2030,ASH,21665,49,0,171
2030,ASJ,6800,100,0,200
2030,ASL,5400,0,0,0
2030,ASN,36500,2700,0,630
2030,AST,14149,14000,0,1651
2030,ASW,3643,0,0,608
2030,ASX,5000,25,0,500
2030,ATA,5200,0,0,0
2030,ATK,30,0,0,500
2030,ATL,8209,507,1235285,27040
2030,ATS,7150,0,0,0
2030,ATW,14571,136,3578,12061
2030,ATY,3000,100,3100,2700
2030,AUG,11500,3000,0,5300
2030,AUH,4950,75,0,0
2030,AUK,0,0,0,0
2030,AUM,8000,120,0,300
2030,AUN,32320,0,0,1100
2030,AUO,40672,500,0,1460
2030,AUS,51650,6232,158551,20018
2030,AUW,5000,50,0,2550
2030,AVC,4100,304,0,200
2030,AVK,4000,0,0,0
2030,AVL,25875,3480,4840,15482
2030,AVO,17300,0,0,0
2030,AVP,10657,362,1912,15702
2030,AVQ,36340,2000,0,10000
2030,AWG,9825,50,0,0
2030,AWI,300,0,0,800
2030,AWM,43000,200,0,0
2030,AWO,66447,20,0,520
2030,AXA,6272,0,0,0
2030,AXH,23906,915,0,166
2030,AXN,17719,300,0,2702
2030,AXQ,1375,6,0,4
2030,AXS,7665,0,0,0
2030,AXV,7600,56,0,1800
2030,AXX,2300,0,0,200
2030,AYS,7500,500,0,0
2030,AZC,1500,30,0,100
2030,AZE,4300,80,0,0
2030,AZO,17714,260,110,10302
2030,B16,2000,100,0,0
2030,B19,5800,50,0,0
2030,B21,2500,0,0,0
2030,BAC,3000,50,0,250
2030,BAF,22768,3809,6,689
2030,BAK,27442,1461,331,1677
2030,BAM,3600,120,0,1800
2030,BAX,3222,0,0,0
2030,BAZ,15731,262,8,1129
2030,BBB,2000,0,0,100
2030,BBD,5853,6000,0,0
2030,BBG,9084,139,13029,1612
2030,BBP,2500,0,0,60
2030,BBW,1550,30,0,250
2030,BCB,11741,286,0,344
2030,BCE,2498,0,0,340
2030,BCK,6050,0,0,220
2030,BCT,31592,68,0,9484
2030,BCV,35044,100,0,0
2030,BDE,9767,75,0,704
2030,BDG,2888,0,0,100
2030,BDH,5000,50,0,800
2030,BDL,15458,3516,75516,30297
2030,BDN,77542,100,1200,1000
2030,BDQ,4993,400,0,0
2030,BDR,27293,185,8,2935
2030,BDU,10729,0,0,0
2030,BEA,1500,0,0,0
2030,BED,77513,649,265,19919
2030,BEH,18405,0,0,600
2030,BET,6545,451,4038,111392
2030,BFD,9756,350,0,5486
2030,BFE,2900,0,0,0
2030,BFF,14247,301,2255,580
2030,BFI,109104,601,13038,56107
2030,BFK,100,0,0,0
2030,BFL,53752,879,3193,11792
2030,BFM,14463,14495,2657,3407
2030,BFR,2342,136,0,204
2030,BFW,900,0,0,0
2030,BGD,2100,10,0,0
2030,BGE,3100,250,0,0
2030,BGF,1800,150,0,250
2030,BGM,8739,373,6,7620
2030,BGQ,8000,0,0,0
2030,BGR,14736,7870,8310,9202
2030,BHB,17000,400,1320,654
2030,BHC,6400,0,0,0
2030,BHK,1400,50,0,300
2030,BHM,46429,5855,48009,21926
2030,BID,9832,35,0,6328
2030,BIE,4825,200,0,1200
2030,BIH,16000,3000,0,0
2030,BIJ,1000,0,0,0
2030,BIL,26185,617,16561,25986
2030,BIS,22892,2385,7108,11556
2030,BIV,16325,350,0,2000
2030,BJC,56900,638,43,5811
2030,BJI,4805,650,3016,1902
2030,BJJ,36131,1000,0,21221
2030,BKD,5300,0,0,0
2030,BKE,3934,0,0,0
2030,BKL,18771,631,125,19169
2030,BKN,960,0,0,0
2030,BKS,4500,0,0,0
2030,BKV,23289,2745,2,1865
2030,BKW,9536,900,0,1481
2030,BKX,2200,200,0,2450
2030,BLF,10000,100,0,1800
2030,BLH,12500,150,0,0
2030,BLI,28140,769,13011,13869
2030,BLM,7653,0,0,9516
2030,BLV,0,16777,0,176
2030,BMC,4435,0,0,280
2030,BMG,14051,514,62,845
2030,BMI,14255,415,3794,6569
2030,BML,4000,100,0,100
2030,BMQ,15200,600,0,0
2030,BMT,5000,500,0,0
2030,BNA,30914,2166,161030,44587
2030,BNF,50,0,0,250
2030,BNG,3291,0,0,0
2030,BNL,12000,750,0,0
2030,BNO,8111,100,0,1200
2030,BNW,5090,9070,0,0
2030,BOI,45844,7858,54139,9121
2030,BOK,25901,100,0,1868
2030,BOS,15856,801,429851,85242
2030,BOW,19710,32,0,0
2030,BPG,3006,1120,0,0
2030,BPI,2500,0,0,800
2030,BPK,11213,600,0,300
2030,BPP,2400,40,0,600
2030,BPT,13986,711,12,3174
2030,BQK,12550,500,2190,1276
2030,BQN,10185,4269,10373,2287
2030,BQP,10000,200,0,0
2030,BQR,15000,0,0,0
2030,BRD,12611,400,3975,1500
2030,BRL,9000,100,1872,3200
2030,BRO,17809,3366,375,6853
2030,BRW,1500,50,1460,6000
2030,BRY,3770,130,0,260
2030,BST,2000,0,0,2000
2030,BTA,1600,0,0,0
2030,BTI,800,50,0,2500
2030,BTL,31836,1144,12,679
2030,BTM,7300,625,808,2357
2030,BTN,400,0,0,0
2030,BTP,14492,30,0,1558
2030,BTR,34071,1360,10016,12027
2030,BTT,2000,150,0,1000
2030,BTV,19788,4795,20740,11485
2030,BTY,800,30,0,75
2030,BUB,450,0,0,0
2030,BUF,13743,821,80885,27413
2030,BUM,4500,40,0,220
2030,BUR,47898,804,70058,14537
2030,BUU,24000,500,0,800
2030,BUY,23000,450,0,1000
2030,BVI,25283,0,0,0
2030,BVK,0,0,0,4250
2030,BVN,1000,0,0,0
2030,BVO,13099,0,0,0
2030,BVS,35830,100,0,2000
2030,BVU,10000,25,0,70000
2030,BVX,10000,2000,0,3000
2030,BVY,23639,191,3,1422
2030,BWC,2500,0,0,500
2030,BWD,3000,300,0,700
2030,BWG,27636,1566,118,820
2030,BWI,19738,1131,302902,36148
2030,BWP,5000,100,0,800
2030,BXA,8000,0,0,0
2030,BXG,2000,0,0,0
2030,BXK,36960,94,0,26
2030,BXM,0,0,0,0
2030,BYA,150,0,0,100
2030,BYG,4500,10,0,90
2030,BYH,1000,14000,0,0
2030,BYI,24301,100,0,350
2030,BYL,550,150,0,1650
2030,BYY,2958,50,0,0
2030,BZN,36243,276,15926,5730
2030,C00,700,0,0,0
2030,C04,1500,0,0,0
2030,C05,0,0,0,0
2030,C09,22000,300,0,1000
2030,C15,4000,0,0,2000
2030,C22,2880,800,0,0
2030,C25,4723,0,0,178
2030,C29,16469,10,0,2500
2030,C35,7150,150,0,250
2030,C47,4500,50,0,300
2030,C56,9900,0,0,100
2030,C62,1528,0,0,223
2030,C65,1457,0,0,1166
2030,C66,1800,0,0,200
2030,C71,1200,0,0,0
2030,C73,28000,0,0,0
2030,C75,5500,400,0,1000
2030,C77,18000,0,0,0
2030,C80,2400,0,0,0
2030,C81,20000,0,0,0
2030,C83,5000,50,0,0
2030,C91,1800,0,0,0
2030,CAD,4000,50,0,100
2030,CAE,14665,1872,33966,15853
2030,CAG,620,0,0,0
2030,CAK,22415,1004,29529,8938
2030,CAO,1800,200,0,0
2030,CAR,1200,0,0,400
2030,CAV,2249,0,0,0
2030,CBE,2500,300,0,0
2030,CBF,22157,231,0,1805
2030,CBG,10680,100,0,0
2030,CBK,2000,50,0,0
2030,CCA,5000,400,0,0
2030,CCB,18438,0,0,0
2030,CCO,12000,0,0,0
2030,CCR,38205,193,0,3396
2030,CCY,2700,0,0,682
2030,CDA,1280,300,0,0
2030,CDB,50,500,2670,5840
2030,CDC,6267,250,3650,4490
2030,CDH,12968,400,0,0
2030,CDI,1500,75,0,400
2030,CDK,3000,0,0,0
2030,CDN,15810,262,0,328
2030,CDR,2913,460,1249,667
2030,CDV,2000,1000,2540,4000
2030,CDW,44150,526,22,1015
2030,CEC,2800,175,0,3390
2030,CEF,10899,27337,764,0
2030,CEK,3320,300,0,100
2030,CEM,500,0,0,2500
2030,CEU,6350,150,0,1500
2030,CEV,4474,44,0,315
2030,CEW,42784,4000,0,254
2030,CEY,7500,123,0,950
2030,CEZ,8000,20,0,2016
2030,CFD,5400,0,0,0
2030,CFE,14994,220,0,202
2030,CFJ,3252,0,0,0
2030,CFK,0,0,0,4100
2030,CFS,6839,0,0,0
2030,CFT,710,0,0,200
2030,CFV,1500,30,0,0
2030,CGA,500,0,0,1754
2030,CGC,5531,156,0,535
2030,CGE,23772,390,0,0
2030,CGF,16949,79,2,4635
2030,CGI,12326,379,2395,11
2030,CGS,1200,300,0,50
2030,CGZ,104560,400,0,2000
2030,CHA,28732,6273,2060,18293
2030,CHD,75532,84,0,2797
2030,CHK,1000,0,0,0
2030,CHN,6666,0,0,0
2030,CHO,41544,2152,15,21012
2030,CHP,400,0,0,1000
2030,CHS,21619,11710,58729,20836
2030,CHT,4500,50,0,450
2030,CHU,1500,0,0,0
2030,CIC,17948,2488,0,12837
2030,CID,19709,469,23957,12547
2030,CII,1000,100,0,300
2030,CIK,150,0,0,500
2030,CIN,3123,25,0,642
2030,CIR,3500,500,0,0
2030,CIU,391,43,1460,236
2030,CJR,25301,3516,0,703
2030,CJX,0,0,0,0
2030,CKB,7156,3676,250,2358
2030,CKC,1000,0,0,0
2030,CKF,6000,0,0,0
2030,CKI,900,50,0,0
2030,CKM,16664,74,0,0
2030,CKN,19500,50,0,1500
2030,CKP,6460,0,0,0
2030,CKU,2800,0,0,3500
2030,CKV,11000,4000,0,1000
2030,CKX,50,0,0,125
2030,CLE,8834,208,94753,139990
2030,CLI,5730,20,0,750
2030,CLK,1500,0,0,0
2030,CLL,23306,7759,111,7164
2030,CLM,23000,370,0,6205
2030,CLP,1500,0,0,4000
2030,CLS,34098,210,0,7957
2030,CLT,24473,1734,623424,106552
2030,CLW,5040,25,0,30
2030,CMA,70916,218,0,3037
2030,CMH,28303,809,97392,43944
